ID,Scheme,Source,Language,Comment,Sentiment
4081,Atal Pension Yojana,YouTube,hinglish,Agar patni ke naam se atal pension Yojana hai to iska Labh pati ko milega ki nahin,Neutral
4082,Atal Pension Yojana,YouTube,hinglish,Nominee agar sister hai to usko Paisa milega ya nahin,Neutral
4083,Atal Pension Yojana,YouTube,hi,झारखण्ड में 50 वर्ष में पेंशन मिलता hey,Neutral
4084,Atal Pension Yojana,YouTube,hinglish,Kahene sunne ki baate hai modi sarkar langoti bhi chin legi,Neutral
4085,Atal Pension Yojana,YouTube,en,Hahaha kaheta Diwana sunta diwana,Positive
4086,Atal Pension Yojana,YouTube,hinglish,ye govt kuch nahi milta,Neutral
4087,Atal Pension Yojana,YouTube,en,"Maine zero return karraha nhu,kya maine esi ko chalu kar sakta nhu",Neutral
4088,Atal Pension Yojana,YouTube,en,Douonaki apy scheme ho to kya hoga,Neutral
4089,Atal Pension Yojana,YouTube,en,Pati patni donon Ne atal pension Yojana Li Ho to Kya hoga,Neutral
4090,Atal Pension Yojana,YouTube,hinglish,Abe murkh government jama nahi karti isme pad le pahle scheme,Neutral
4091,Atal Pension Yojana,YouTube,en,Premium kis age tak jama Karna hai,Neutral
4092,Atal Pension Yojana,YouTube,hi,"श्रम योगी मानधन योजना में खाता खुला है
अटल पेंशन में भी खाता खुल जाएगा❓",Neutral
4093,Atal Pension Yojana,YouTube,hinglish,Bhai tum to rahane hi do ye plan nahi maut hai ye sarkar ki kamai hai kyo ki India me 60 ki Umar adami bimar ho jata hai or. Wo mar jata hai wife to pahle hi mar jati hai,Neutral
4094,Atal Pension Yojana,YouTube,hi,"गलत जानकारी दे रहे हो  ,मतलब अगर आदमी की उम्र 30 है तो उसे 30 साल भरना होगा अगर 40 है तो 20 साल तक भरना होगा. आदमी को अपनी उम्र 60 साल होने तक भरना होगा",Negative
4095,Atal Pension Yojana,YouTube,hinglish,40 se 45 tak thik hai,Neutral
4096,Atal Pension Yojana,YouTube,en,60 sal kon Jinda hai,Neutral
4097,Atal Pension Yojana,YouTube,hi,जो 40 साल का पूरा हो चुका है फिर वह बैटल पेशन योजना खोल सकते हैं की नहीं,Negative
4098,Atal Pension Yojana,YouTube,hi,60 की उम्र से पहले ही जल्दी डेथ हो जाए तो उनको पेंशन मिलेंगे या उसका मेच्योरिटी मिलेंगे या फिर उन्हें यह सब कुछ भी नहीं मिल सकता है आप रिप्लाई में हमें बताइए कुछ,Negative
4099,Atal Pension Yojana,YouTube,en,50 saal tkki umr honi chaiye atul pension,Neutral
4100,Atal Pension Yojana,YouTube,hinglish,Sar agar paison ki bahut jarurat hai to kya bich mein se Paisa nikal le ja sakte hain sir please reply im waiting,Neutral
4101,Atal Pension Yojana,YouTube,en,Plan nhi palan😂,Neutral
4102,PM Jeevan Jyoti Bima,YouTube,hinglish,Kya iske liye phn se apply kr skte h,Neutral
4103,PM Jeevan Jyoti Bima,YouTube,hi,"मेरा तो अपने आप हो गया 342 रुपये कट गए तब मालूम हुआ 
जबरजस्ती का बीमा दे रहे है",Neutral
4104,PM Jeevan Jyoti Bima,YouTube,hinglish,"436*140crore account 
63220crore only on single account if a person have more than 1 then it's multiply what a big scam.😮
But who cares it middle class money.
Scam bare bare claim sirf 2 lakh woh bhi nasib nahi hota hai terms and conditions Hi bhoot hai.scheme is best if u give refund or make the claim instantly in one day.
With minimum doc",Positive
4105,PM Jeevan Jyoti Bima,YouTube,en,Bank walo ke muh me deke aya hu aaj hi,Neutral
4106,PM Jeevan Jyoti Bima,YouTube,en,"What will happen if policy holder remain alive to his natural pife span 

Is the deducted amount refund  after some time?",Positive
4107,PM Jeevan Jyoti Bima,YouTube,hinglish,"Chor bazari hai,bina inform kiye customer se paise le rahe hai",Neutral
4108,PM Jeevan Jyoti Bima,YouTube,en,Bank wale kh rhe h bima nhi h,Neutral
4109,PM Jeevan Jyoti Bima,YouTube,bn,মানুষ এর টাকা কেটে নেয়ার সব জুমলা policy  এগুলি আর কিছু না।,Neutral
4110,PM Jeevan Jyoti Bima,YouTube,hinglish,Aur agar death nahi hoti hai 50 saal tak to jo premium bhari gayi hai uska kya hoga?,Neutral
4111,PM Jeevan Jyoti Bima,YouTube,en,Choro ki sarkar h 😡😡😡😡,Neutral
4112,PM Jeevan Jyoti Bima,YouTube,hinglish,Agar jis vyakti ka acsident hota hai aur uska death certificate milne me der Hui hai 4mahine hora hai tab ye unke family members update kare to unko e scheme mil sakti hai?,Neutral
4113,PM Jeevan Jyoti Bima,YouTube,en,Thugs of b.j.p.,Neutral
4114,PM Jeevan Jyoti Bima,YouTube,en,Please solutions this problem I don't want to any policy,Neutral
4115,PM Jeevan Jyoti Bima,YouTube,hinglish,"Agar kisi ki death ho gayi aur 55 years+ ka tha 
To kya uske nominee ko 2 lakh milenge...?",Neutral
4116,PM Jeevan Jyoti Bima,YouTube,hinglish,Mera bhi bank account se direct paisa cut raha he... Kuch bhi from fill up nhi kia tha aise cut raha,Positive
4117,PM Jeevan Jyoti Bima,YouTube,hinglish,Without permission ni Krna chahiy bnk walo ko pta ni kya khujli rhti h jara s pese dekhe ni katna Shuru kr dety h apne mun s hi 🤬🤬 muje abhi msg aya h ab m bank k chkkr katu isko bnd karane ki liye jldi bnd bhi mi krty h ye,Neutral
4118,PM Jeevan Jyoti Bima,YouTube,en,Jo nahi lena chahe bo kya karen,Neutral
4119,PM Jeevan Jyoti Bima,YouTube,hinglish,"Ye sab aam insaan ko lutne ka naya tarika hai
Apne aap lagu ho jata hai aur paisa cut jata hai 😠😠😠😠",Neutral
4120,PM Jeevan Jyoti Bima,YouTube,en,Is policy ka labh ik var hi mile ga wo v marně k vad May 😂😂,Neutral
4121,PM Jeevan Jyoti Bima,YouTube,hinglish,Jab kuch nahi huva 55sal tak deth nahi huyi to ek bhi paisa vapas nahi milega,Neutral
4122,PM Jeevan Jyoti Bima,YouTube,hinglish,"Aaplog toh or hai ,yahan jaan pr lene Dene hai pariwar ko ek rupya dene se mtlb nhi hai or marne ke bar mera paisa pariwar bala ko hi dega waah",Neutral
4123,PM Jeevan Jyoti Bima,YouTube,hinglish,Jahir si Baat Hai 2 lakh pane ke liye ek hi bar aadami marega Bar Bar to marega Nahin sabse ghatiya aur sabse wahiyat pmjjy scheme,Neutral
4124,PM Jeevan Jyoti Bima,YouTube,hinglish,Yee yee oo kannad nahi kannada hai 😡😡😡,Neutral
4125,PM Jeevan Jyoti Bima,YouTube,en,Kannad nahi 'kannada ',Neutral
4126,PM Jeevan Jyoti Bima,YouTube,en,Mil ta hai ya nehi .govt work are long procedure,Neutral
4127,PM Jeevan Jyoti Bima,YouTube,hinglish,Logo k paise khane ka naya tarika,Neutral
4128,PM Jeevan Jyoti Bima,YouTube,en,Bullshit ... Only nothing else 😡😡😡,Neutral
4129,PM Jeevan Jyoti Bima,YouTube,en,Govt. Banks like Canara Bank is providing this policy without any information to customer. It's forcefully being imposed.😡😡😡,Neutral
4130,PM Jeevan Jyoti Bima,YouTube,en,Thug of Hindustan 😂😂,Neutral
4131,PM Jeevan Jyoti Bima,YouTube,hinglish,Matlab ki mam 55years paar ho Jane par humara nominee claim nahi kar sakta paise ko or premium bhi automatically close ho jata hai mam please batayie,Neutral
4132,PM Jeevan Jyoti Bima,YouTube,en,Form bhrne ka jarurat ni h apne thop dia gya h,Neutral
4133,PM Jeevan Jyoti Bima,YouTube,hi,बकवास योजना के नाम पर जनता को लुट रहे है जबरजस्ती लोगों का पैसा काट ले रहे है हम इस योजना का लाभ लेना चाहते है या नही पूछ लेते 😢 दुसरे योजनाओ के लिये उतना सारा फार्म भरने के बावजूद रिजेक्ट हो जाता है और यहा योजना के नाम पर झट से पैसा  काट ले रहे है हमे नही चाहिए ये योजना,Neutral
4134,PM Jeevan Jyoti Bima,YouTube,en,Since you are explaining in Hindi language then please use the subtitles in English. So that both type of people can understand.,Neutral
4135,PM Jeevan Jyoti Bima,YouTube,hinglish,Agar admi ki dead nahi hoti to kitne saal me le sakte hai batayenge jara,Negative
4136,PM Jeevan Jyoti Bima,YouTube,en,Screen shot bhajoo,Neutral
4137,PM Jeevan Jyoti Bima,YouTube,en,Kya sarkar batayegi ki is yogna ne uske kitne cr rs collect hue hain?,Neutral
4138,PM Jeevan Jyoti Bima,YouTube,hinglish,"Jab bina puche paise cut kar liye bank ne, humne koi nominee to bataya nhi, fir koun claim karega?
 Sab ghotala hai ye yojna",Neutral
4139,PM Jeevan Jyoti Bima,YouTube,hinglish,"Aajtak kisi ko diya hai is yojna ke 2lakh rs , batayegi sarkar ya bank?",Neutral
4140,PM Jeevan Jyoti Bima,YouTube,hinglish,"Ek tarike ka ghotala hi hai ye
Jab bima liya nhi, to jabardasti kyu lagu kar diya

Sab total karo to kitne cr. Collect kar liye banks ya govt. Ne",Neutral
4141,PM Jeevan Jyoti Bima,YouTube,en,"Bima yojna li nhi thi, bank ne khud se hi start kar ke 228rs kat liye",Neutral
4142,PM Jeevan Jyoti Bima,YouTube,hi,"सबसे अच्छे और विस्तृत ढंग से समझाया आपने, बहुत सुंदर 🙏🌹",Neutral
4143,PM Jeevan Jyoti Bima,YouTube,en,How to check Clame stetus 😢,Neutral
4144,PM Jeevan Jyoti Bima,YouTube,hinglish,PMJJBY ka claim status kaise chack kre 😢,Neutral
4145,PM Jeevan Jyoti Bima,YouTube,en,Family members certificate bol rha hai kya hota hai,Neutral
4146,PM Jeevan Jyoti Bima,YouTube,hinglish,30 saal ka insaan agar ye insurance karwata hai aur agar wo insaan 56 ki age me mar gaya to kya usk parivar ko 2lac milega??,Neutral
4147,PM Jeevan Jyoti Bima,YouTube,en,Kitna  Sal tak paise bharna  padhe GA.,Neutral
4148,PM Jeevan Jyoti Bima,YouTube,hi,ये है मोदी का बीमा मतलब मिलेगा कुछ नहीं बस झुनझुना😅😅,Negative
4149,PM Jeevan Jyoti Bima,YouTube,en,Late zalyawar claim milel ka,Negative
4150,PM Jeevan Jyoti Bima,YouTube,en,Jin logo ko claim settlement me pareshani aa rhi vo mujhe contact kr sakte h,Neutral
4151,PM Jeevan Jyoti Bima,YouTube,hinglish,Off kaise Kare ye sab ??,Neutral
4152,PM Jeevan Jyoti Bima,YouTube,en,Bank vale bol rhe ki online claim nhi ho rha kya kru,Neutral
4153,PM Jeevan Jyoti Bima,YouTube,en,Heart attack me milege kya,Neutral
4154,PM Jeevan Jyoti Bima,YouTube,hi,ये गलत योजना है,Negative
4155,PM Jeevan Jyoti Bima,YouTube,en,Nice mam for educating us,Positive
4156,PM Jeevan Jyoti Bima,YouTube,hinglish,ELection k liye paisa jama.kat rhaa.hai abi.  😂😂😂😂 scheme k duwara,Neutral
4157,PM Jeevan Jyoti Bima,YouTube,hi,हमारे भाही कि थी,Neutral
4158,PM Jeevan Jyoti Bima,YouTube,en,436 do Bank Kate to 4 lakh milega,Neutral
4159,PM Jeevan Jyoti Bima,YouTube,en,"Zinda rehte hue dena h to batao,nhi to pradhanmantri ji apna bina krawiye,hame bima ki zarurat nhi h",Neutral
4160,PM Jeevan Jyoti Bima,YouTube,en,Upasana mam miss you aap kaha chali gayi,Neutral
4161,PM Jeevan Jyoti Bima,YouTube,hinglish,Pm jab froud h toh pmjjy bhi froud scame hai 😂,Neutral
4162,PM Jeevan Jyoti Bima,YouTube,hinglish,Aaj Tak kisi ko koi claim nahi mila 😢,Negative
4163,PM Jeevan Jyoti Bima,YouTube,hinglish,Aajtak kitne logo ko 2lakh diye gye btayegi kya sarkar,Neutral
4164,PM Jeevan Jyoti Bima,YouTube,en,336*1400000000=47040cr   in year great business,Positive
4165,PM Jeevan Jyoti Bima,YouTube,hinglish,Bima policy khud se hi activate kar diya. Sbi wala sarkar ke saath mil ke chori kar hai. Desh galat hathon mein chala gaya hai. 😢😢😢 Modi SBI sab chor hai. 😢😢😢kya ll... Top awaj nahi uthayega ispe .,Positive
4166,PM Jeevan Jyoti Bima,YouTube,hinglish,Bahut achchi yojna h mummy ki death ke baad humne claim Kiya tha to Hume 2lack rs mil gye they,Neutral
4167,PM Jeevan Jyoti Bima,YouTube,hi,मोदी की पूरी योजना फेल है ये बेशर्म सरकार सिर्फ पूंजीपतियों को ही फायदा पहुँचा सकती है,Neutral
4168,PM Jeevan Jyoti Bima,YouTube,hinglish,Mujhe Bina bataye automatic cut Kiya kya yeh sahi hain,Neutral
4169,PM Jeevan Jyoti Bima,YouTube,en,Bina bataiye paisa kaat rha hi bank wale,Neutral
4170,PM Jeevan Jyoti Bima,YouTube,en,Very good jankari,Positive
4171,PM Jeevan Jyoti Bima,YouTube,hinglish,Or madam ap log muddy ki bat q nahi karty hamysa sarkar ki chatukaritaa hi karti dikhti ho mudda ya h sarkar bina jankari k q pysa kat rahi h,Neutral
4172,PM Jeevan Jyoti Bima,YouTube,hinglish,Likin ya bima sarkar jabardast q thop rahi h issy janta ko koi labh nahi hoga lekin sarkar ko jabardast fayda hoga,Positive
4173,PM Jeevan Jyoti Bima,YouTube,en,Isko bnad kaise kre Sir,Neutral
4174,PM Jeevan Jyoti Bima,YouTube,hinglish,Policy acha hai par 2 lakh me aaj kuch nahi hota. Normal company 500-700 mein 1 cr deti hai,Positive
4175,PM Jeevan Jyoti Bima,YouTube,hinglish,Wo bhi murkh to nahi h ki km wala denge wo yahi sochte h ki kis tarah se 436 rs rupay sbase kat le isi tarah yadi 1cr log ka account sbi me hoga to to 1 year me 400 cr kama liya bank ne bina kisi mehnat ke mana isme se 10 log tapk gaye but bank ne paisa kitna diya ye sb log nahi dhyan de rahe h bs sbko sbi me account hona chahiye ye bolte h 😅😅😅😅,Neutral
4176,PM Jeevan Jyoti Bima,YouTube,hinglish,Sbi wale to bina bataye hi bima start kr dete aur yahi yojna suru kr dete sb paisa lutne ka khelne h sarkar aur dono mili huyi h😂,Neutral
4177,PM Jeevan Jyoti Bima,YouTube,hinglish,Bank customer ko bina bataye hi beema kar dete hain yaha to Kachra,Neutral
4178,PM Jeevan Jyoti Bima,YouTube,hinglish,"You are wrong 
Iss scheme yani PMJJBY  mai *death due to any cause cover hai
And PMJSY mai only accidental death cover hai",Negative
4179,PM Jeevan Jyoti Bima,YouTube,hi,ये सब फर्जी  है  क्लेम  करने के लिए काफी पापड़ बेलना पड़ता है,Negative
